ts_code,trade_date,open,high,low,close,change,pct_change,vol
603667,2017-09-04,23.08,23.3,22.89,23.13,-0.0199999999999995,-0.0863930885529162,1281015.0
603667,2017-09-05,23.1,23.34,22.9,23.19,0.0600000000000022,0.2594033722438382,1328149.0
603667,2017-09-06,23.25,23.26,22.98,23.07,-0.120000000000001,-0.5174644243208348,1183549.0
603667,2017-09-07,23.09,23.85,22.86,23.64,0.5700000000000003,2.470741222366702,2780533.0
603667,2017-09-08,23.64,23.9,23.44,23.88,0.2399999999999984,1.015228426395942,1819802.0
603667,2017-09-11,23.91,24.68,23.89,24.45,0.5700000000000003,2.386934673366836,2028521.0
603667,2017-09-12,24.44,24.56,23.84,23.92,-0.5299999999999976,-2.167689161554187,1813914.0
603667,2017-09-13,23.8,24.29,23.51,24.21,0.2899999999999991,1.2123745819397902,1300188.0
603667,2017-09-14,24.01,24.6,24.01,24.22,0.009999999999998,0.0413052457661988,1672285.0
603667,2017-09-15,24.21,26.6,24.11,26.15,1.9299999999999995,7.968620974401319,5723477.0
603667,2017-09-18,26.03,26.3,25.7,26.24,0.0899999999999998,0.3441682600382467,3688244.0
603667,2017-09-19,26.24,26.48,25.72,25.78,-0.4599999999999973,-1.753048780487798,1656346.0
603667,2017-09-20,25.7,26.4,25.13,26.11,0.3299999999999983,1.280062063615195,2925780.0
603667,2017-09-21,26.1,26.2,25.45,25.95,-0.1600000000000001,-0.6127920337035575,1836410.0
603667,2017-09-22,25.67,26.15,25.4,25.65,-0.3000000000000007,-1.1560693641618491,946470.0
603667,2017-09-25,25.62,25.62,24.55,24.9,-0.75,-2.92397660818714,1167100.0
603667,2017-09-26,24.76,25.5,24.71,25.32,0.4200000000000017,1.6867469879518149,952783.0
603667,2017-09-27,25.4,25.86,25.07,25.72,0.3999999999999986,1.5797788309636518,878600.0
603667,2017-09-28,25.51,26.08,25.27,26.04,0.3200000000000003,1.244167962674969,1265000.0
